Index,X_mm,Z_mm,Intensity,Valid
1629,1.76056,0.128214,167,1
1630,1.76296,0.128027,165,1
1631,1.76536,0.12801,163,1
1632,1.76776,0.128197,163,1
1633,1.77016,0.128418,165,1
1634,1.77256,0.128469,168,1
1635,1.77497,0.128299,169,1
1636,1.77737,0.128129,165,1
1637,1.77977,0.128078,162,1
1638,1.78217,0.127976,162,1
1639,1.78457,0.128163,166,1
1640,1.78697,0.128044,166,1
1641,1.78937,0.128044,163,1
1642,1.79177,0.128112,164,1
1643,1.79417,0.12818,165,1
1644,1.79657,0.128299,171,1
1645,1.79897,0.128163,168,1
1646,1.80137,0.128197,165,1
1647,1.80377,0.128146,165,1
1648,1.80617,0.128231,163,1
1649,1.80857,0.128265,164,1
1650,1.81097,0.128367,164,1
1651,1.81337,0.128367,162,1
1652,1.81577,0.128367,162,1
1653,1.81817,0.12835,161,1
1654,1.82057,0.12835,160,1
1655,1.82297,0.128231,164,1
1656,1.82537,0.128146,168,1
1657,1.82777,0.128333,167,1
1658,1.83017,0.128435,167,1
1659,1.83257,0.128248,170,1
1660,1.83497,0.128265,168,1
1661,1.83737,0.128452,167,1
1662,1.83977,0.128384,169,1
1663,1.84217,0.128333,170,1
1664,1.84457,0.128503,169,1
1665,1.84697,0.12852,167,1
1666,1.84937,0.12852,166,1
1667,1.85177,0.128418,170,1
1668,1.85417,0.128384,168,1
1669,1.85657,0.128367,166,1
1670,1.85897,0.12852,169,1
1671,1.86137,0.128384,163,1
1672,1.86377,0.12818,163,1
1673,1.86617,0.128469,169,1
1674,1.86857,0.128554,168,1
1675,1.87097,0.128452,168,1
1676,1.87337,0.128537,167,1
1677,1.87577,0.128554,167,1
1678,1.87817,0.128571,169,1
1679,1.88057,0.128571,173,1
1680,1.88298,0.128605,175,1
1681,1.88538,0.12852,173,1
1682,1.88778,0.128401,170,1
1683,1.89018,0.128452,168,1
1684,1.89258,0.128486,168,1
1685,1.89498,0.12835,163,1
1686,1.89738,0.128333,163,1
1687,1.89978,0.128367,167,1
1688,1.90218,0.128503,170,1
1689,1.90458,0.128588,170,1
1690,1.90698,0.128316,166,1
1691,1.90938,0.128265,166,1
1692,1.91178,0.128282,168,1
1693,1.91418,0.128214,173,1
1694,1.91658,0.128129,177,1
1695,1.91898,0.128061,179,1
1696,1.92138,0.127993,176,1
1697,1.92378,0.128095,179,1
1698,1.92618,0.128333,181,1
1699,1.92858,0.12852,185,1
1700,1.93098,0.128503,184,1
1701,1.93338,0.128299,181,1
1702,1.93578,0.128214,179,1
1703,1.93818,0.128095,180,1
1704,1.94058,0.128248,182,1
1705,1.94298,0.128367,182,1
1706,1.94538,0.12835,179,1
1707,1.94778,0.128299,177,1
1708,1.95018,0.128265,176,1
1709,1.95258,0.128316,176,1
1710,1.95498,0.128333,175,1
1711,1.95738,0.128435,173,1
1712,1.95978,0.128554,173,1
1713,1.96218,0.128469,174,1
1714,1.96458,0.128333,177,1
1715,1.96698,0.128367,180,1
1716,1.96938,0.128333,179,1
1717,1.97178,0.128486,174,1
1718,1.97418,0.128622,169,1
1719,1.97658,0.128384,176,1
1720,1.97898,0.12835,178,1
1721,1.98138,0.128486,175,1
1722,1.98378,0.128503,167,1
1723,1.98618,0.128486,164,1
1724,1.98859,0.128452,169,1
1725,1.99099,0.128554,175,1
1726,1.99339,0.128571,177,1
1727,1.99579,0.128384,174,1
1728,1.99819,0.128248,170,1
1729,2.00059,0.128231,167,1
1730,2.00299,0.128265,165,1
1731,2.00539,0.12835,162,1
1732,2.00779,0.128384,161,1
1733,2.01019,0.128401,159,1
1734,2.01259,0.12852,158,1
1735,2.01499,0.128452,160,1
1736,2.01739,0.12852,162,1
1737,2.01979,0.128418,162,1
1738,2.02219,0.128044,165,1
1739,2.02459,0.127908,167,1
1740,2.02699,0.128044,165,1
1741,2.02939,0.128163,163,1
1742,2.03179,0.128367,163,1
1743,2.03419,0.128299,168,1
1744,2.03659,0.128333,163,1
1745,2.03899,0.128129,163,1
1746,2.04139,0.128299,164,1
1747,2.04379,0.128316,165,1
1748,2.04619,0.12818,164,1
1749,2.04859,0.128095,166,1
1750,2.05099,0.128197,166,1
1751,2.05339,0.128299,166,1
1752,2.05579,0.128146,168,1
1753,2.05819,0.127959,170,1
1754,2.06059,0.128095,171,1
1755,2.06299,0.128333,171,1
1756,2.06539,0.12835,172,1
1757,2.06779,0.128316,171,1
1758,2.07019,0.128469,177,1
1759,2.07259,0.128333,179,1
1760,2.07499,0.128333,180,1
1761,2.07739,0.128231,179,1
1762,2.07979,0.12818,178,1
1763,2.08219,0.128163,173,1
1764,2.08459,0.128129,169,1
1765,2.08699,0.128129,167,1
1766,2.08939,0.128214,169,1
1767,2.09179,0.128418,170,1
1768,2.09419,0.128401,169,1
1769,2.0966,0.128248,172,1
1770,2.099,0.128214,175,1
1771,2.1014,0.128316,172,1
1772,2.1038,0.128265,166,1
1773,2.1062,0.12818,165,1
1774,2.1086,0.128061,170,1
1775,2.111,0.12801,175,1
1776,2.1134,0.128146,174,1
1777,2.1158,0.12818,174,1
1778,2.1182,0.12818,174,1
1779,2.1206,0.128265,174,1
1780,2.123,0.128214,175,1
1781,2.1254,0.128265,174,1
1782,2.1278,0.128265,173,1
1783,2.1302,0.128231,180,1
1784,2.1326,0.128418,174,1
1785,2.135,0.128605,168,1
1786,2.1374,0.128248,170,1
1787,2.1398,0.12818,170,1
1788,2.1422,0.12818,167,1
1789,2.1446,0.128214,167,1
1790,2.147,0.128214,169,1
1791,2.1494,0.128112,170,1
